	expr	job_title	location_company	name_company	salary	time	url	url_company
47	5年以上 本科或以上	UI产品总监/经理 	北京-朝阳区	远盟康健科技有限公司	30-42万	1个月前	https://m.liepin.com/job/1916498437.shtml	https://m.liepin.com/company/7896277/
48	3年以上 本科或以上	AI产品总监/经理 	北京	远盟康健科技有限公司	30-42万	1个月前	https://m.liepin.com/job/1916501115.shtml	https://m.liepin.com/company/7896277/
49	5年以上 本科或以上	智能客服运营专家(J181220009) 	北京-海淀区	滴滴	30-45万	1个月前	https://m.liepin.com/job/1916391813.shtml	https://m.liepin.com/company/8076624/
50	3年以上 本科或以上	产品总监 	北京	北斗航天卫星应用科技集团有限公司	18-42万	1个月前	https://m.liepin.com/job/1915443670.shtml	https://m.liepin.com/company/9367585/
51	3年以上 本科或以上	硬件产品经理 	北京	泰康保险集团股份有限公司	24-36万	1个月前	https://m.liepin.com/job/1916754459.shtml	https://m.liepin.com/company/163359/
52	5年以上 本科或以上	AI产品运营 	北京-朝阳区	今日头条	面议	1个月前	https://m.liepin.com/job/1916729787.shtml	https://m.liepin.com/company/7863078/
53	3年以上 本科或以上	高级产品经理（智慧城市） 	北京	Baidu	面议	1个月前	https://m.liepin.com/job/1916473349.shtml	https://m.liepin.com/company/884492/
54	3年以上 本科或以上	交通缓堵产品经理 	北京	易华录信息	12-18万	1个月前	https://m.liepin.com/job/1916150019.shtml	https://m.liepin.com/company/7901335/
55	经验不限 本科或以上	电商品牌客户经理（AI应用顾问） 	北京	北京智能一点科技有限公司	7-10万	1个月前	https://m.liepin.com/job/1915937685.shtml	https://m.liepin.com/company/9097203/
56	3年以上 本科或以上	AI产品规划专家（机器学习、深度学习方向） 	北京	华为	60-96万	1个月前	https://m.liepin.com/job/1915783408.shtml	https://m.liepin.com/company/954482/
57	5年以上 本科或以上	产品市场经理（物流方向） 	北京-海淀区	北京华捷艾米科技有限公司	面议	1个月前	https://m.liepin.com/job/1915719351.shtml	https://m.liepin.com/company/8896969/
58	3年以上 本科或以上	项目经理 	北京	青米（北京）科技有限公司	11-19万	1个月前	https://m.liepin.com/job/1915069866.shtml	https://m.liepin.com/company/8633189/
59	2年以上 本科或以上	互联网教育产品经理 	北京-朝阳区	北京京华大地科技有限公司	24-48万	5小时前	https://m.liepin.com/job/1919558121.shtml	https://m.liepin.com/company/10031101/
0	3年以上 本科或以上	IOT安全架构师/工程师 	北京	爱笔（北京）智能科技有限公司	面议	7小时前	https://m.liepin.com/job/1919843381.shtml	https://m.liepin.com/company/9402103/
1	5年以上 本科或以上	大数据产品经理 	北京-大兴区	合肥欣奕华智能机器有限公司	45-90万	7小时前	https://m.liepin.com/job/1919739541.shtml	https://m.liepin.com/company/8791009/
2	3年以上 学历不限	大客户销售顾问 	北京,广州,上海	国内知名人工智能商业决策平台	19-26万	7小时前	https://m.liepin.com/a/13295725.shtml	
